,Data,Horário,Camp.,Rodada,Dia,Local,Resultado,GP,GC_x,Oponente,xG,xGA,Posse,Público,Capitão,Formação,Árbitro,Relatório da Partida,Notas,TC,CaG,Dist,FK,PB,PT_x,CaGC,GC_y,GC_y,Defesas,PT_y,GPC,Time
32,2023-10-01,16:00,Série A,Rodada da semana 25,dom,Visitante,D,0,2,Coritiba,0.9,0.5,65,,Thiago Heleno,4-2-3-1,Bruno Arleu,Relatório da Partida,,11,5,222.0,1.0,0,0,3,2,2,1,0,0,Athletico Paranaense
33,2023-10-08,18:30,Série A,Rodada da semana 26,dom,Em casa,E,1,1,Bragantino,1.7,0.6,44,,Fernandinho,3-4-3,Yuri Elino Ferreira da Cruz,Relatório da Partida,,23,5,208.0,0.0,0,0,3,1,1,2,0,0,Athletico Paranaense
34,2023-10-18,19:00,Série A,Rodada da semana 27,qua,Visitante,V,2,1,Grêmio,0.9,1.6,49,24.679,Thiago Heleno,3-4-3,Luiz Flávio de Oliveira,Relatório da Partida,,20,7,203.0,1.0,0,0,5,1,1,4,0,0,Athletico Paranaense
35,2023-10-22,15:00,Série A,Rodada da semana 28,dom,Visitante,E,1,1,Botafogo (RJ),1.1,0.9,39,,Thiago Heleno,3-4-3,Matheus Delgado Candançan,Relatório da Partida,,10,2,262.0,0.0,0,0,5,1,1,4,0,0,Athletico Paranaense
36,2023-10-25,19:00,Série A,Rodada da semana 29,qua,Em casa,V,3,2,América (MG),3.1,0.9,57,20.672,Thiago Heleno,3-4-3,Anderson Daronco,Relatório da Partida,,22,8,151.0,0.0,0,0,6,2,2,4,0,0,Athletico Paranaense
37,2023-10-29,16:00,Série A,Rodada da semana 30,dom,Em casa,E,1,1,São Paulo,1.2,0.6,43,,Thiago Heleno,3-4-3,Rafael Rodrigo Klein,Relatório da Partida,,16,5,165.0,0.0,0,0,2,1,1,1,0,0,Athletico Paranaense
38,2023-11-01,19:00,Série A,Rodada da semana 31,qua,Visitante,D,0,1,Corinthians,0.8,1.0,55,,Thiago Heleno,3-4-3,Leandro Pedro Vuaden,Relatório da Partida,,19,3,223.0,0.0,0,0,3,1,1,2,0,0,Athletico Paranaense
39,2023-11-04,21:30,Série A,Rodada da semana 32,sáb,Visitante,D,0,1,Palmeiras,0.6,1.5,53,,Thiago Heleno,3-4-3,Wilton Pereira Sampaio,Relatório da Partida,,15,2,188.0,0.0,0,0,6,1,1,5,0,0,Athletico Paranaense
40,2023-11-08,20:00,Série A,Rodada da semana 33,qua,Em casa,E,1,1,Fortaleza,1.2,0.7,57,,Thiago Heleno,3-4-3,Raphael Claus,Relatório da Partida,,20,3,181.0,1.0,0,0,3,1,1,2,0,0,Athletico Paranaense
41,2023-11-12,18:30,Série A,Rodada da semana 34,dom,Visitante,E,1,1,Bahia,0.7,2.5,49,33.214,Thiago Heleno,3-4-3,Rafael Rodrigo Klein,Relatório da Partida,,6,4,166.0,0.0,0,0,5,1,1,4,1,1,Athletico Paranaense
42,2023-11-25,19:30,Série A,Rodada da semana 35,sáb,Em casa,E,0,0,Vasco da Gama,1.5,0.6,56,,Thiago Heleno,3-4-3,Anderson Daronco,Relatório da Partida,,18,4,225.0,2.0,0,0,2,0,0,2,0,0,Athletico Paranaense
43,2023-11-30,20:00,Série A,Rodada da semana 36,qui,Visitante,E,1,1,Cruzeiro,1.0,3.6,43,,Thiago Heleno,3-4-3,Leandro Pedro Vuaden,Relatório da Partida,,6,3,154.0,1.0,0,0,8,1,1,6,1,0,Athletico Paranaense
44,2023-12-03,18:30,Série A,Rodada da semana 37,dom,Em casa,V,3,0,Santos,1.0,0.7,54,,Thiago Heleno,3-4-3,Rafael Rodrigo Klein,Relatório da Partida,,12,6,174.0,1.0,0,0,3,0,0,3,0,0,Athletico Paranaense
45,2023-12-06,20:30,Série A,Rodada da semana 38,qua,Visitante,D,0,3,Cuiabá,1.0,2.4,56,9.689,Erick,3-4-3,Paulo Belence Alves dos Prazeres Filho,Relatório da Partida,,17,3,184.0,0.0,0,0,6,3,3,3,1,1,Athletico Paranaense
1,2023-04-15,18:30,Série A,Rodada da semana 1,sáb,Visitante,E,1,1,Fortaleza,0.9,1.5,52,30.191,Alan Patrick,4-2-3-1,Edina Alves Batista,Relatório da Partida,,11,6,190.0,0.0,0,0,6,1,1,5,0,0,Internacional
3,2023-04-23,11:00,Série A,Rodada da semana 2,dom,Em casa,V,2,1,Flamengo,1.1,1.5,36,45.751,Alan Patrick,4-2-3-1,Ramon Abatti Abel,Relatório da Partida,,16,4,202.0,0.0,0,0,4,1,1,3,0,0,Internacional
4,2023-04-30,18:30,Série A,Rodada da semana 3,dom,Em casa,V,1,0,Goiás,0.9,0.8,57,29.193,Renê,4-2-3-1,Rodrigo José Pereira de Lima,Relatório da Partida,,18,8,196.0,1.0,0,0,1,0,0,1,0,0,Internacional
6,2023-05-07,16:00,Série A,Rodada da semana 4,dom,Visitante,D,0,2,São Paulo,0.8,1.9,58,46.093,Alan Patrick,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,,15,3,174.0,0.0,0,0,4,2,2,1,1,0,Internacional
7,2023-05-10,19:00,Série A,Rodada da semana 5,qua,Em casa,D,0,2,Ath Paranaense,1.0,1.5,47,13.537,Alan Patrick,4-2-3-1,Bruno Arleu de Araujo,Relatório da Partida,,12,3,190.0,0.0,0,0,5,2,2,3,0,0,Internacional
8,2023-05-13,21:00,Série A,Rodada da semana 6,sáb,Visitante,D,0,2,Atlético Mineiro,0.3,2.0,46,36.08,Gabriel Mercado,4-2-3-1,Raphael Claus,Relatório da Partida,,6,4,228.0,1.0,0,0,4,2,2,2,0,0,Internacional
9,2023-05-21,18:30,Série A,Rodada da semana 7,dom,Visitante,D,1,3,Grêmio,1.5,1.7,70,39.438,Alan Patrick,4-2-3-1,Flavio Rodrigues de Souza,Relatório da Partida,,24,4,196.0,0.0,0,0,6,3,3,3,0,0,Internacional
11,2023-05-28,16:00,Série A,Rodada da semana 8,dom,Em casa,V,2,0,Bahia,0.9,1.1,44,19.037,Alan Patrick,4-2-3-1,Wagner do Nascimento Magalhães,Relatório da Partida,,7,2,190.0,0.0,0,0,4,0,0,4,0,0,Internacional
12,2023-06-03,21:00,Série A,Rodada da semana 9,sáb,Visitante,E,1,1,Santos,1.1,1.4,44,9.6,Alan Patrick,4-2-3-1,Paulo Cesar Zanovelli da Silva,Relatório da Partida,,8,3,210.0,0.0,0,0,4,1,1,3,0,0,Internacional
14,2023-06-11,16:00,Série A,Rodada da semana 10,dom,Em casa,V,2,1,Vasco da Gama,1.6,0.9,47,18.044,Alan Patrick,4-2-3-1,Edina Alves Batista,Relatório da Partida,,11,3,177.0,0.0,0,0,5,1,1,4,0,0,Internacional
15,2023-06-22,20:00,Série A,Rodada da semana 11,qui,Visitante,V,1,0,Coritiba,0.9,1.5,49,25.983,Alan Patrick,4-2-3-1,André Luiz Skettino Policarpo Bento,Relatório da Partida,,4,3,294.0,0.0,1,1,4,0,0,4,0,0,Internacional
16,2023-06-25,18:30,Série A,Rodada da semana 12,dom,Visitante,V,2,1,América (MG),1.0,1.3,60,2.249,Rodrigo Moledo,4-2-3-1,Flavio Rodrigues de Souza,Relatório da Partida,,8,2,173.0,2.0,0,0,3,1,1,2,0,0,Internacional
18,2023-07-01,21:00,Série A,Rodada da semana 13,sáb,Em casa,E,0,0,Cruzeiro,2.0,1.0,54,23.923,Gabriel Mercado,4-2-3-1,Wagner do Nascimento Magalhães,Relatório da Partida,,15,4,157.0,1.0,0,0,3,0,0,3,0,0,Internacional
19,2023-07-09,16:00,Série A,Rodada da semana 14,dom,Visitante,D,0,2,Fluminense,0.4,1.1,45,,Gabriel Mercado,4-3-3,Luiz Flávio de Oliveira,Relatório da Partida,,10,0,219.0,1.0,0,0,8,2,2,6,0,0,Internacional
20,2023-07-16,18:30,Série A,Rodada da semana 15,dom,Em casa,E,0,0,Palmeiras,0.5,1.4,47,41.823,Alan Patrick,4-2-3-1,Rodrigo José Pereira de Lima,Relatório da Partida,,9,4,181.0,0.0,0,0,5,0,0,5,0,0,Internacional
21,2023-07-23,16:00,Série A,Rodada da semana 16,dom,Visitante,E,0,0,Bragantino,0.9,1.0,46,,Alan Patrick,4-2-3-1,Maguielson Lima Barbosa,Relatório da Partida,,11,5,174.0,0.0,0,0,4,0,0,4,0,0,Internacional
22,2023-07-29,16:00,Série A,Rodada da semana 17,sáb,Em casa,D,1,2,Cuiabá,1.0,1.0,69,,Alan Patrick,4-1-2-1-2◆,Matheus Delgado Candançan,Relatório da Partida,,17,4,196.0,0.0,0,0,5,2,2,3,0,0,Internacional
24,2023-08-05,18:30,Série A,Rodada da semana 18,sáb,Em casa,E,2,2,Corinthians,1.5,1.1,55,,Luiz Adriano,4-4-2,Wagner do Nascimento Magalhães,Relatório da Partida,,15,4,162.0,1.0,0,0,3,2,2,1,1,1,Internacional
26,2023-08-12,21:00,Série A,Rodada da semana 19,sáb,Visitante,D,1,3,Botafogo (RJ),1.7,2.3,50,39.598,Alan Patrick,4-2-3-1,Flavio Rodrigues de Souza,Relatório da Partida,,10,4,157.0,0.0,0,0,10,3,3,8,0,0,Internacional
27,2023-08-19,16:00,Série A,Rodada da semana 20,sáb,Em casa,D,0,1,Fortaleza,1.0,1.1,75,,Luiz Adriano,4-2-3-1,Yuri Elino Ferreira da Cruz,Relatório da Partida,,19,5,192.0,2.0,0,0,2,1,1,1,1,1,Internacional
29,2023-08-26,18:30,Série A,Rodada da semana 21,sáb,Visitante,E,0,0,Flamengo,0.3,0.7,41,,Luiz Adriano,4-3-3,Edina Alves Batista,Relatório da Partida,,5,1,246.0,0.0,0,0,4,0,0,4,0,0,Internacional
31,2023-09-02,16:00,Série A,Rodada da semana 22,sáb,Visitante,E,0,0,Goiás,0.7,0.9,62,,Gabriel Mercado,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,,11,2,252.0,2.0,0,0,2,0,0,2,0,0,Internacional
32,2023-09-13,21:30,Série A,Rodada da semana 23,qua,Em casa,V,2,1,São Paulo,1.0,1.4,44,,Alan Patrick,4-2-3-1,Paulo Zanovelli,Relatório da Partida,,15,5,198.0,0.0,0,0,3,1,1,2,1,1,Internacional
33,2023-09-21,19:30,Série A,Rodada da semana 24,qui,Visitante,D,1,2,Ath Paranaense,0.8,0.9,56,,Luiz Adriano,4-1-2-1-2◆,Wagner do Nascimento Magalhães,Relatório da Partida,,13,4,207.0,1.0,0,0,6,2,2,4,0,0,Internacional
35,2023-09-30,21:00,Série A,Rodada da semana 25,sáb,Em casa,D,0,2,Atlético Mineiro,0.8,1.4,63,,Luiz Adriano,4-3-1-2,Ramon Abatti Abel,Relatório da Partida,,15,4,214.0,1.0,0,0,5,2,2,3,0,0,Internacional
37,2023-10-08,16:00,Série A,Rodada da semana 26,dom,Em casa,V,3,2,Grêmio,2.5,0.4,45,,Alan Patrick,4-2-3-1,Paulo Zanovelli,Relatório da Partida,,16,7,191.0,0.0,0,0,2,2,2,0,0,0,Internacional
38,2023-10-18,21:30,Série A,Rodada da semana 27,qua,Visitante,D,0,1,Bahia,0.6,2.0,53,31.385,Alan Patrick,4-4-2,Marcelo de Lima Henrique,Relatório da Partida,,12,1,229.0,1.0,0,0,4,1,1,3,0,0,Internacional
39,2023-10-22,16:00,Série A,Rodada da semana 28,dom,Em casa,V,7,1,Santos,1.6,1.6,51,,Alan Patrick,4-2-3-1,Paulo Zanovelli,Relatório da Partida,,13,7,176.0,1.0,0,0,3,1,1,2,0,0,Internacional
40,2023-10-26,19:00,Série A,Rodada da semana 29,qui,Visitante,V,2,1,Vasco da Gama,1.6,1.0,47,20.098,Alan Patrick,4-4-2,Luiz Flávio de Oliveira,Relatório da Partida,,9,5,160.0,1.0,0,0,5,1,1,4,0,0,Internacional
41,2023-10-29,18:30,Série A,Rodada da semana 30,dom,Em casa,D,3,4,Coritiba,2.7,2.7,62,,Alan Patrick,4-2-3-1,André Luiz Skettino Policarpo Bento,Relatório da Partida,,16,8,195.0,3.0,1,2,6,4,4,2,2,2,Internacional
42,2023-11-01,19:00,Série A,Rodada da semana 31,qua,Em casa,E,1,1,América (MG),1.3,0.3,56,,Alan Patrick,4-2-3-1,Flavio de Souza,Relatório da Partida,,15,4,172.0,1.0,0,0,2,1,1,1,0,0,Internacional
43,2023-11-05,16:00,Série A,Rodada da semana 32,dom,Visitante,V,2,1,Cruzeiro,0.6,1.4,38,,Alan Patrick,4-2-3-1,Matheus Delgado Candançan,Relatório da Partida,,9,3,174.0,0.0,0,0,5,1,1,4,1,1,Internacional
44,2023-11-08,19:00,Série A,Rodada da semana 33,qua,Em casa,E,0,0,Fluminense,1.1,0.5,40,,Alan Patrick,4-2-3-1,Rodrigo José Pereira de Lima,Relatório da Partida,,20,4,236.0,2.0,0,0,4,0,0,4,0,0,Internacional
45,2023-11-11,21:00,Série A,Rodada da semana 34,sáb,Visitante,D,0,3,Palmeiras,0.7,1.7,61,,Alan Patrick,4-2-3-1,Paulo Zanovelli,Relatório da Partida,,7,5,163.0,0.0,0,0,10,3,3,7,0,0,Internacional
46,2023-11-26,18:30,Série A,Rodada da semana 35,dom,Em casa,V,1,0,Bragantino,1.1,0.5,34,,Gabriel Mercado,4-4-2,Felipe Fernandes de Lima,Relatório da Partida,,7,1,347.0,0.0,1,1,5,0,0,5,0,0,Internacional
47,2023-11-29,19:00,Série A,Rodada da semana 36,qua,Visitante,V,2,0,Cuiabá,1.4,0.6,55,,Alan Patrick,4-2-3-1,Dyorgines José Padovani Andrade,Relatório da Partida,,12,4,171.0,1.0,0,0,1,0,0,1,0,0,Internacional
48,2023-12-02,18:00,Série A,Rodada da semana 37,sáb,Visitante,V,2,1,Corinthians,1.0,1.8,50,40.583,Alan Patrick,4-2-3-1,Caio Max Augusto Vieira,Relatório da Partida,,11,3,210.0,0.0,0,0,2,1,1,1,0,0,Internacional
49,2023-12-06,21:30,Série A,Rodada da semana 38,qua,Em casa,V,3,1,Botafogo (RJ),1.2,0.4,53,27.365,Alan Patrick,4-2-3-1,Flavio de Souza,Relatório da Partida,,7,3,150.0,0.0,0,0,5,1,1,4,0,0,Internacional
5,2023-04-15,18:30,Série A,Rodada da semana 1,sáb,Em casa,E,1,1,Internacional,1.5,0.9,48,30.191,Guilherme Tinga,4-2-2-2,Edina Alves Batista,Relatório da Partida,,24,6,205.0,2.0,0,0,6,1,1,5,0,0,Fortaleza
7,2023-04-23,18:30,Série A,Rodada da semana 2,dom,Visitante,V,3,0,Coritiba,2.6,0.7,42,24.423,Guilherme Tinga,4-4-2,Wilton Sampaio,Relatório da Partida,,16,9,133.0,1.0,0,0,7,0,0,7,0,0,Fortaleza
8,2023-04-29,16:30,Série A,Rodada da semana 3,sáb,Em casa,V,4,2,Fluminense,5.3,1.5,31,39.943,Guilherme Tinga,4-4-2,Raphael Claus,Relatório da Partida,,20,17,147.0,2.0,0,0,3,2,2,1,0,0,Fortaleza
10,2023-05-08,20:00,Série A,Rodada da semana 4,seg,Visitante,E,1,1,Corinthians,0.8,1.5,51,36.512,Guilherme Tinga,4-2-3-1,Ramon Abatti Abel,Relatório da Partida,,16,2,231.0,0.0,0,0,8,1,1,7,0,0,Fortaleza
11,2023-05-11,20:00,Série A,Rodada da semana 5,qui,Em casa,E,0,0,São Paulo,0.8,0.8,44,37.775,Guilherme Tinga,4-4-2,Paulo Cesar Zanovelli da Silva,Relatório da Partida,,16,2,160.0,0.0,0,0,1,0,0,1,0,0,Fortaleza
12,2023-05-14,16:00,Série A,Rodada da semana 6,dom,Visitante,E,0,0,Grêmio,0.6,0.8,43,17.396,Titi,4-2-3-1,Bruno Mota Correia,Relatório da Partida,,14,4,204.0,0.0,0,0,6,0,0,6,0,0,Fortaleza
13,2023-05-20,18:30,Série A,Rodada da semana 7,sáb,Visitante,D,1,2,América (MG),1.2,0.8,72,2.488,Guilherme Tinga,4-2-3-1,Luiz Flávio de Oliveira,Relatório da Partida,,16,5,205.0,1.0,0,0,3,2,2,1,0,0,Fortaleza
15,2023-05-27,16:00,Série A,Rodada da semana 8,sáb,Em casa,V,2,0,Vasco da Gama,1.5,0.7,49,37.625,Guilherme Tinga,4-4-2,Edina Alves Batista,Relatório da Partida,,14,6,165.0,1.0,0,0,1,0,0,1,0,0,Fortaleza
16,2023-06-03,16:00,Série A,Rodada da semana 9,sáb,Em casa,E,0,0,Bahia,0.6,0.3,55,38.338,Guilherme Tinga,4-2-3-1,João Vitor Gobi,Relatório da Partida,,11,2,174.0,0.0,0,0,2,0,0,2,0,0,Fortaleza
18,2023-06-10,21:00,Série A,Rodada da semana 10,sáb,Visitante,D,0,2,Botafogo (RJ),0.4,3.7,46,19.297,Guilherme Tinga,4-4-2,Wilton Sampaio,Relatório da Partida,,8,3,206.0,1.0,0,0,10,2,2,7,1,0,Fortaleza
19,2023-06-21,19:00,Série A,Rodada da semana 11,qua,Visitante,V,1,0,Cruzeiro,1.8,1.1,33,28.494,Guilherme Tinga,4-4-2,Bruno Arleu de Araujo,Relatório da Partida,,10,2,158.0,2.0,0,0,3,0,0,3,0,0,Fortaleza
20,2023-06-24,18:30,Série A,Rodada da semana 12,sáb,Em casa,V,2,1,Atlético Mineiro,0.8,1.0,42,27.109,Guilherme Tinga,3-5-2,Leandro Pedro Vuaden,Relatório da Partida,,9,3,212.0,0.0,0,0,4,1,1,3,0,0,Fortaleza
22,2023-07-01,18:30,Série A,Rodada da semana 13,sáb,Visitante,D,0,2,Flamengo,1.6,1.3,42,64.853,Guilherme Tinga,5-3-2,Savio Pereira,Relatório da Partida,,13,4,217.0,0.0,0,1,4,2,2,2,0,0,Fortaleza
23,2023-07-09,18:30,Série A,Rodada da semana 14,dom,Em casa,V,1,0,Ath Paranaense,1.5,1.2,53,,Titi,3-4-1-2,André Luiz Skettino Policarpo Bento,Relatório da Partida,,20,6,200.0,1.0,0,0,2,0,0,2,0,0,Fortaleza
24,2023-07-16,16:00,Série A,Rodada da semana 15,dom,Em casa,D,0,1,Cuiabá,0.9,0.7,68,43.048,Titi,3-4-1-2,Yuri Elino Ferreira da Cruz,Relatório da Partida,,21,6,193.0,2.0,0,0,1,1,1,0,0,0,Fortaleza
25,2023-07-22,16:00,Série A,Rodada da semana 16,sáb,Visitante,D,1,3,Palmeiras,1.5,1.4,37,,Titi,4-1-4-1,Rafael Rodrigo Klein,Relatório da Partida,,10,5,270.0,2.0,1,1,7,3,3,4,0,0,Fortaleza
26,2023-07-29,18:30,Série A,Rodada da semana 17,sáb,Em casa,D,0,3,Bragantino,1.0,2.1,47,,Titi,4-2-3-1,André Luiz Skettino Policarpo Bento,Relatório da Partida,,10,2,161.0,0.0,0,0,11,3,3,8,0,0,Fortaleza
28,2023-08-05,18:30,Série A,Rodada da semana 18,sáb,Visitante,D,0,1,Goiás,0.7,0.9,63,,Titi,4-2-3-1,Leandro Pedro Vuaden,Relatório da Partida,,12,6,186.0,0.0,0,0,3,1,1,3,0,0,Fortaleza
30,2023-08-13,18:30,Série A,Rodada da semana 19,dom,Em casa,V,4,0,Santos,2.6,0.5,54,,Guilherme Tinga,4-3-3,Bruno Mota Correia,Relatório da Partida,,25,10,184.0,0.0,0,0,3,0,0,3,0,0,Fortaleza
31,2023-08-19,16:00,Série A,Rodada da semana 20,sáb,Visitante,V,1,0,Internacional,1.1,1.0,25,,Guilherme Tinga,4-2-3-1,Yuri Elino Ferreira da Cruz,Relatório da Partida,,7,1,244.0,0.0,1,1,5,0,0,5,0,0,Fortaleza
33,2023-08-27,18:30,Série A,Rodada da semana 21,dom,Em casa,V,3,1,Coritiba,2.5,1.0,53,12.467,Titi,4-2-3-1,Matheus Delgado Candançan,Relatório da Partida,,11,5,169.0,1.0,1,1,2,1,1,1,1,0,Fortaleza
35,2023-09-03,16:00,Série A,Rodada da semana 22,dom,Visitante,D,0,1,Fluminense,0.9,0.6,36,,Guilherme Tinga,4-2-3-1,André Luiz Skettino Policarpo Bento,Relatório da Partida,,20,5,203.0,1.0,0,0,5,1,1,4,0,0,Fortaleza
36,2023-09-14,19:00,Série A,Rodada da semana 23,qui,Em casa,V,2,1,Corinthians,2.6,0.4,52,32.69,Guilherme Tinga,4-2-3-1,Rodrigo José Pereira de Lima,Relatório da Partida,,22,6,189.0,0.0,0,1,2,1,1,1,0,0,Fortaleza
37,2023-09-20,21:30,Série A,Rodada da semana 24,qua,Visitante,V,2,1,São Paulo,1.1,1.6,27,24.777,Guilherme Tinga,4-2-3-1,Yuri Elino Ferreira da Cruz,Relatório da Partida,,7,3,256.0,2.0,1,1,7,1,1,5,1,0,Fortaleza
39,2023-09-30,16:00,Série A,Rodada da semana 25,sáb,Em casa,E,1,1,Grêmio,1.9,1.5,51,23.634,Yago Pikachu,4-2-3-1,Raphael Claus,Relatório da Partida,,17,5,244.0,1.0,1,1,3,1,1,2,1,0,Fortaleza
41,2023-10-08,18:30,Série A,Rodada da semana 26,dom,Em casa,V,3,2,América (MG),2.2,1.4,59,,Guilherme Tinga,4-2-3-1,Bruno Arleu,Relatório da Partida,,18,5,175.0,2.0,0,0,3,2,2,1,1,1,Fortaleza
42,2023-10-18,21:30,Série A,Rodada da semana 27,qua,Visitante,D,0,1,Vasco da Gama,0.7,2.0,53,20.255,Guilherme Tinga,4-2-3-1,Leandro Pedro Vuaden,Relatório da Partida,,12,4,147.0,0.0,0,0,8,1,1,7,0,0,Fortaleza
43,2023-10-21,18:30,Série A,Rodada da semana 28,sáb,Visitante,D,0,2,Bahia,0.5,1.2,52,44.761,Thiago Galhardo,4-2-3-1,Rodrigo José Pereira de Lima,Relatório da Partida,,10,5,228.0,2.0,0,0,3,2,2,1,0,0,Fortaleza
45,2023-11-01,21:30,Série A,Rodada da semana 31,qua,Visitante,D,1,3,Atlético Mineiro,0.4,2.3,44,28.898,Guilherme Tinga,4-2-3-1,Matheus Delgado Candançan,Relatório da Partida,,8,2,215.0,1.0,0,0,4,3,3,1,1,1,Fortaleza
46,2023-11-05,16:00,Série A,Rodada da semana 32,dom,Em casa,D,0,2,Flamengo,0.8,0.7,52,49.324,Guilherme Tinga,4-2-3-1,Anderson Daronco,Relatório da Partida,,18,4,194.0,0.0,0,0,5,2,2,3,0,0,Fortaleza
47,2023-11-08,20:00,Série A,Rodada da semana 33,qua,Visitante,E,1,1,Ath Paranaense,0.7,1.2,43,,Guilherme Tinga,4-2-3-1,Raphael Claus,Relatório da Partida,,13,3,205.0,1.0,0,0,3,1,1,2,0,0,Fortaleza
48,2023-11-12,17:30,Série A,Rodada da semana 34,dom,Visitante,D,1,2,Cuiabá,0.5,1.6,64,,Guilherme Tinga,4-2-3-1,Caio Max Augusto Vieira,Relatório da Partida,,13,3,182.0,0.0,0,0,4,2,2,2,1,1,Fortaleza
49,2023-11-18,18:30,Série A,Rodada da semana 30,sáb,Em casa,D,0,1,Cruzeiro,1.2,0.9,53,,Guilherme Tinga,4-2-3-1,Savio Pereira,Relatório da Partida,,18,7,176.0,0.0,0,0,2,1,1,1,0,0,Fortaleza
50,2023-11-23,19:00,Série A,Rodada da semana 29,qui,Em casa,E,2,2,Botafogo (RJ),2.0,0.8,31,,Guilherme Tinga,4-2-3-1,Ramon Abatti,Relatório da Partida,,15,4,162.0,2.0,0,0,1,2,2,0,0,0,Fortaleza
51,2023-11-26,18:30,Série A,Rodada da semana 35,dom,Em casa,E,2,2,Palmeiras,1.8,0.8,38,39.504,Guilherme Tinga,4-4-2,André Luiz Skettino Policarpo Bento,Relatório da Partida,,20,7,187.0,2.0,0,0,5,2,2,3,0,0,Fortaleza
52,2023-11-30,20:30,Série A,Rodada da semana 36,qui,Visitante,V,2,1,Bragantino,0.7,1.5,27,4.516,Guilherme Tinga,4-4-2,Denis da Silva Ribeiro Serafim,Relatório da Partida,,6,4,159.0,0.0,0,0,6,1,1,5,0,0,Fortaleza
53,2023-12-03,18:30,Série A,Rodada da semana 37,dom,Em casa,V,1,0,Goiás,1.2,0.3,47,,Guilherme Tinga,4-4-2,Anderson Daronco,Relatório da Partida,,6,1,107.0,0.0,0,0,1,0,0,1,0,0,Fortaleza
54,2023-12-06,21:30,Série A,Rodada da semana 38,qua,Visitante,V,2,1,Santos,1.2,1.0,46,14.13,Guilherme Tinga,4-2-3-1,Leandro Pedro Vuaden,Relatório da Partida,,14,7,242.0,0.0,0,0,6,1,1,5,0,0,Fortaleza
1,2023-04-15,18:30,Série A,Rodada da semana 1,sáb,Visitante,D,1,2,Botafogo (RJ),2.0,0.9,67,11.708,Jonathan Calleri,4-1-4-1,Ramon Abatti Abel,Relatório da Partida,,16,8,164.0,0.0,0,0,3,2,2,1,0,0,Sao Paulo
3,2023-04-22,18:30,Série A,Rodada da semana 2,sáb,Em casa,V,3,0,América (MG),2.4,1.1,53,41.006,Robert Arboleda,4-1-3-2,Wagner do Nascimento Magalhães,Relatório da Partida,,17,6,179.0,0.0,0,0,8,0,0,8,0,0,Sao Paulo
4,2023-04-29,16:30,Série A,Rodada da semana 3,sáb,Visitante,E,1,1,Coritiba,1.1,1.8,67,25.21,Luciano,4-2-3-1,Rafael Rodrigo Klein,Relatório da Partida,,23,6,220.0,2.0,0,0,5,1,1,4,0,0,Sao Paulo
6,2023-05-07,16:00,Série A,Rodada da semana 4,dom,Em casa,V,2,0,Internacional,1.9,0.8,42,46.093,Rafinha,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,,6,3,184.0,0.0,0,1,3,0,0,3,0,0,Sao Paulo
7,2023-05-11,20:00,Série A,Rodada da semana 5,qui,Visitante,E,0,0,Fortaleza,0.8,0.8,56,37.775,Jonathan Calleri,4-3-3,Paulo Cesar Zanovelli da Silva,Relatório da Partida,,13,1,200.0,0.0,0,0,2,0,0,2,0,0,Sao Paulo
8,2023-05-14,16:00,Série A,Rodada da semana 6,dom,Visitante,E,1,1,Corinthians,0.9,0.9,66,41.118,Rafinha,4-2-3-1,Bruno Arleu de Araujo,Relatório da Partida,,7,1,171.0,0.0,0,0,3,1,1,2,1,1,Sao Paulo
9,2023-05-20,18:30,Série A,Rodada da semana 7,sáb,Em casa,V,4,2,Vasco da Gama,2.3,1.1,52,57.399,Rafinha,4-2-3-1,Leandro Pedro Vuaden,Relatório da Partida,,15,7,156.0,0.0,0,0,4,2,2,2,0,0,Sao Paulo
11,2023-05-27,21:00,Série A,Rodada da semana 8,sáb,Em casa,V,2,1,Goiás,0.9,0.3,67,45.429,Rafinha,4-2-3-1,Rafael Rodrigo Klein,Relatório da Partida,,16,6,210.0,0.0,0,0,4,1,1,3,0,0,Sao Paulo
12,2023-06-04,16:00,Série A,Rodada da semana 9,dom,Visitante,D,1,2,Grêmio,1.1,1.9,60,42.207,Jonathan Calleri,3-4-3,Wilton Sampaio,Relatório da Partida,,16,4,195.0,0.0,0,0,7,2,2,5,1,1,Sao Paulo
14,2023-06-11,16:00,Série A,Rodada da semana 10,dom,Em casa,D,0,2,Palmeiras,1.4,0.7,65,56.871,Rafinha,4-2-3-1,Raphael Claus,Relatório da Partida,,26,6,180.0,1.0,0,0,4,2,2,2,0,0,Sao Paulo
15,2023-06-21,19:00,Série A,Rodada da semana 11,qua,Em casa,V,2,1,Ath Paranaense,0.6,1.2,56,22.882,Rafinha,4-2-3-1,Savio Pereira,Relatório da Partida,,8,5,156.0,0.0,0,0,4,1,1,3,0,0,Sao Paulo
16,2023-06-24,21:00,Série A,Rodada da semana 12,sáb,Visitante,D,0,1,Cruzeiro,1.4,0.5,69,17.478,Rafinha,4-2-3-1,Ramon Abatti,Relatório da Partida,,14,8,166.0,1.0,0,0,0,1,1,0,0,0,Sao Paulo
